"","foodCns_7day_Cereals_Bartering","foodCns_7day_Cereals_Begging","foodCns_7day_Cereals_BorrowFromFamilyFriends","foodCns_7day_Cereals_Farming","foodCns_7day_Cereals_FishHuntGather","foodCns_7day_Cereals_Gifts","foodCns_7day_Cereals_Purchased","foodCns_7day_Cereals_SocialSafetyNets","foodCns_7day_Tubers_Bartering","foodCns_7day_Tubers_Begging","foodCns_7day_Tubers_BorrowFromFamilyFriends","foodCns_7day_Tubers_Farming","foodCns_7day_Tubers_FishHuntGather","foodCns_7day_Tubers_Gifts","foodCns_7day_Tubers_Purchased","foodCns_7day_Tubers_SocialSafetyNets","foodCns_7day_Pulses_Bartering","foodCns_7day_Pulses_Begging","foodCns_7day_Pulses_BorrowFromFamilyFriends","foodCns_7day_Pulses_Farming","foodCns_7day_Pulses_FishHuntGather","foodCns_7day_Pulses_Gifts","foodCns_7day_Pulses_Purchased","foodCns_7day_Pulses_SocialSafetyNets","foodCns_Veg_Bartering","foodCns_Veg_Begging","foodCns_Veg_BorrowFromFamilyFriends","foodCns_Veg_Farming","foodCns_Veg_FishHuntGather","foodCns_Veg_Gifts","foodCns_Veg_Purchased","foodCns_Veg_SocialSafetyNets","foodCns_7day_Fruits_Bartering","foodCns_7day_Fruits_Begging","foodCns_7day_Fruits_BorrowFromFamilyFriends","foodCns_7day_Fruits_Farming","foodCns_7day_Fruits_FishHuntGather","foodCns_7day_Fruits_Gifts","foodCns_7day_Fruits_Purchased","foodCns_7day_Fruits_SocialSafetyNets","foodCns_7day_Meat_Bartering","foodCns_7day_Meat_Begging","foodCns_7day_Meat_BorrowFromFamilyFriends","foodCns_7day_Meat_Farming","foodCns_7day_Meat_FishHuntGather","foodCns_7day_Meat_Gifts","foodCns_7day_Meat_Purchased","foodCns_7day_Meat_SocialSafetyNets","foodCns_7day_Fish_Begging","foodCns_7day_Fish_BorrowFromFamilyFriends","foodCns_7day_Fish_Farming","foodCns_7day_Fish_FishHuntGather","foodCns_7day_Fish_Gifts","foodCns_7day_Fish_Purchased","foodCns_7day_Fish_SocialSafetyNets","foodCns_7day_Eggs_Bartering","foodCns_7day_Eggs_Begging","foodCns_7day_Eggs_BorrowFromFamilyFriends","foodCns_7day_Eggs_Farming","foodCns_7day_Eggs_FishHuntGather","foodCns_7day_Eggs_Gifts","foodCns_7day_Eggs_Purchased","foodCns_7day_Eggs_SocialSafetyNets","foodCns_7day_Dairy_Bartering","foodCns_7day_Dairy_Begging","foodCns_7day_Dairy_BorrowFromFamilyFriends","foodCns_7day_Dairy_Farming","foodCns_7day_Dairy_FishHuntGather","foodCns_7day_Dairy_Gifts","foodCns_7day_Dairy_Purchased","foodCns_7day_Fats_Bartering","foodCns_7day_Fats_Begging","foodCns_7day_Fats_BorrowFromFamilyFriends","foodCns_7day_Fats_Farming","foodCns_7day_Fats_FishHuntGather","foodCns_7day_Fats_Gifts","foodCns_7day_Fats_Purchased","foodCns_7day_Fats_SocialSafetyNets","foodCns_7day_Sugar_Bartering","foodCns_7day_Sugar_Begging","foodCns_7day_Sugar_BorrowFromFamilyFriends","foodCns_7day_Sugar_Farming","foodCns_7day_Sugar_FishHuntGather","foodCns_7day_Sugar_Gifts","foodCns_7day_Sugar_Purchased","foodCns_7day_Sugar_SocialSafetyNets","foodCns_7day_Condiments_Bartering","foodCns_7day_Condiments_Begging","foodCns_7day_Condiments_BorrowFromFamilyFriends","foodCns_7day_Condiments_Farming","foodCns_7day_Condiments_FishHuntGather","foodCns_7day_Condiments_Gifts","foodCns_7day_Condiments_Purchased","foodCns_7day_Condiments_SocialSafetyNets"
"2274",,,,,,,,5,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2275",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2276",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,4,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"2277",,,,,,,5,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2278",,,,,,,7,,,,,,,,6,,,,,,,,3,,,,,,7,,,,,,,,,,5,,,,,,,,6,,,,,,,1,,,,,,,4,,,,,,,,2,,,,,,,,7,,,,,,,,4,,,,,,,,7,
"2279",,,,,,,7,,,,,,,,1,,,,,,,,4,,,,,,7,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2280",,,,,,,6,,,,,,,,1,,,,,,,,,,,,,,7,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,7,
"2281",,,,,,,7,,,,,,,,1,,,,,,,,3,,,,,,7,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2282",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2283",,,,7,,,,,,,,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2284",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2285",,,,,,,7,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2286",,,,,,,7,,,,,,,,,,,,,,,,7,,,,6,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,
"2287",,,,,,7,,,,,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,7,,,,,
"2288",,,,,,,,7,,,,,,,,,,,,,,3,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,7,
"2289",,,,,,,,4,,,,,,,,,,,,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,,,,,
"2290",,,,,,,2,,,,,,,,,,,,,,,,3,,,,,7,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,7,
"2291",,,3,,,,,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2292",,,,,,,2,,,,,,,,,,,,,,,,1,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2293",,,,,,,3,,,,,,,,,,,,,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2294",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,
"2295",,,,,,,5,,,,,,,,1,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2296",,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2297",,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2298",,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2299",,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2300",,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2301",,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2302",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2303",,,,,,,6,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2304",,,,,,,7,,,,,,,,2,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2305",,,,,,,7,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2306",,,,,,,7,,,,,,,,2,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2307",,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,
"2308",,,,,,,7,,,,,,,,1,,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2309",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2310",,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2311",,,,7,,,,,,,,,,,2,,,,,,,,3,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2312",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2313",,,,,,,3,,,,,,,,4,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,7,
"2314",,,,,,,7,,,,,,,,3,,,,,,,,1,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2315",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2316",,,,,,,7,,,,,,,,,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2317",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,5,,,,,,,,,,,,,,,,7,
"2318",,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,5,,,,,,,,,,,,,,,,7,
"2319",,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,5,,,,,,,,,,,,,,,,7,
"2320",,,,,,,6,,,,,,,,1,,,,,,,,3,,,,,,5,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,,
"2321",,,,,,,7,,,,,,,,1,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,5,,,,,,,,1,,,,,,,,7,
"2322",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,4,,,,,,,,7,
"2323",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,5,,,,,,,,2,,,,,,,,7,
"2324",,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2325",,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2326",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2327",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,6,,,,,,,,,,,,,,,,,,,,
"2328",,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"2329",,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"2330",,,,,,,,7,,,,,,,,,,,,,,,,4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,7,
"2331",,,,,,,,7,,,,,,,,,,,,,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,7,
"2332",,,,,,,,6,,,,,,,,,,,,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2333",,,,,,,,6,,,,,,,,,,,,,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,7,
"2334",,,,,,,,4,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,7,
"2335",,,,,,,,5,,,,,,,,,,,,,,,,6,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2336",,,,,,,,5,,,,,,,,,,,,,,,,3,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,7,
"2337",,,,,,,6,,,,,,,,1,,,,,,,,7,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2338",,,,,,,6,,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,7,
"2339",,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,7,
"2340",,,,,,,4,,,,,,,,,,,,,,,,5,,,,,,7,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2341",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2342",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2343",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2344",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2345",,,,,,,4,,,,,,1,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
"2346",,,,,,,6,,,,,,,,1,,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2347",,,,,,,7,,,,,,,,1,,,,,,,,4,,,,,,,,1,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2348",,,,,,,7,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,
"2349",,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2350",,,,,,,7,,,,,,,,1,,,,,,,,2,,,,,,,,5,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2351",,,,,,,7,,,,,,,,1,,,,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2352",,,,,,,5,,,,,,,,2,,,,,,,,3,,,,,,,,5,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,
"2353",,,,,,,5,,,,,,,,2,,,,,,,,3,,,,,,,,5,,,,,,,,2,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,3,,,,,,,,,
"2354",,,,,,,7,,,,,,,,2,,,,,,,,1,,,,,5,,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,
"2355",,,,,,,7,,,,,,,,5,,,,,,,,4,,,,,5,,,,,,,,,,,3,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,4,,,,,,,,,
"2356",,,,,,,6,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,2,,,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,
"2357",,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2358",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,7,
"2359",,,,,,,,7,,,,,,,1,,,,,,,,7,,,,,2,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,1,,,,,,,7,,,,,,,,,,,,7,,,,,,,,,,,,,,,7,
"2360",,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2361",,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,
"2362",,,,,,,6,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2363",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,7,
"2364",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2365",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2366",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2367",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2368",,,,,,,5,,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,5,
"2369",,,,,,,6,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2370",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2371",,,,,,,5,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,5,
"2372",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,6,
"2373",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2374",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,,,,7,
"2375",,,,,,,7,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2376",,,,,,,7,,,,,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
"2377",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2378",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2379",,,,,,,7,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2380",,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
"2381",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"2382",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2383",,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2384",,,,,,,7,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,
"2385",,,,,,,,5,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2386",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,6,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2387",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
"2388",,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,
"2389",,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,
"2390",,,,,,,7,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,
